House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Status,Disability Status,Religion Category
6,Turner Camp,Dylan,Clark,0,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
7,Turner Camp,Mary,Saunders,84,Head,Married,Female,Retired Music therapist,Healthy,Christian,Senior,Retired,Non-disabled,Religious
7,Turner Camp,Mark,Saunders,88,Husband,Married,Male,"Retired Programmer, multimedia",Healthy,Christian,Senior,Retired,Non-disabled,Religious
8,Turner Camp,Beverley,Taylor,43,Head,Married,Female,Psychiatric nurse,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
8,Turner Camp,Philip,Taylor,45,Husband,Married,Male,Management consultant,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
8,Turner Camp,Geraldine,Taylor,9,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
8,Turner Camp,Lydia,Taylor,7,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
9,Turner Camp,Anna,Bailey,66,Head,Widowed,Female,Television floor manager,Healthy,Christian,Adult,Employed,Non-disabled,Religious
10,Turner Camp,Lorraine,Bates,31,Head,Single,Female,Market researcher,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
10,Turner Camp,Ian,Bates,3,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
10,Turner Camp,Tony,Bates,0,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
10,Turner Camp,Malcolm,Williams,28,Sibling,Single,Male,"Runner, broadcasting/film/video",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
11,Turner Camp,Bradley,Powell,45,Head,Married,Male,Corporate investment banker,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
11,Turner Camp,Naomi,Hart,44,Wife,Married,Female,"Psychologist, counselling",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
11,Turner Camp,Kerry,Powell,16,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
11,Turner Camp,Bruce,Powell,15,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
11,Turner Camp,Mohamed,Powell,12,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
12,Turner Camp,Marian,Thompson,55,Head,Divorced,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
12,Turner Camp,Michelle,Thompson,13,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
13,Turner Camp,Carol,Chandler,51,Head,Single,Female,Electronics engineer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
13,Turner Camp,Nicola,Chandler,20,Daughter,Single,Female,Clinical biochemist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
13,Turner Camp,Joan,Chandler,20,Daughter,Single,Female,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
13,Turner Camp,Stuart,Griffin-Chandler,18,Son,Single,Male,Student,Healthy,Christian,Teenager,Student,Non-disabled,Religious
14,Turner Camp,Alison,Long,45,Head,Married,Female,"Pharmacist, hospital",Healthy,Christian,Adult,Employed,Non-disabled,Religious
14,Turner Camp,Kyle,Long,47,Husband,Married,Male,Corporate investment banker,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
14,Turner Camp,Colin,Long,26,Son,Single,Male,Land,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
14,Turner Camp,Shannon,Long,23,Daughter,Single,Female,Clinical molecular geneticist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
15,Turner Camp,Jenna,Naylor,31,Head,Single,Female,Art gallery manager,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
15,Turner Camp,Albert,Naylor,8,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
16,Turner Camp,Lynne,Whitehouse,58,Head,Married,Female,Financial planner,Healthy,Christian,Adult,Employed,Non-disabled,Religious
16,Turner Camp,Donald,Whitehouse,61,Husband,Married,Male,"Biochemist, clinical",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
16,Turner Camp,Amber,Whitehouse,26,Daughter,Single,Female,"Engineer, electrical",Healthy,Christian,Adult,Employed,Non-disabled,Religious
16,Turner Camp,Jill,Whitehouse,25,Daughter,Single,Female,Graphic designer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
16,Turner Camp,Leonard,Whitehouse,13,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
17,Turner Camp,Sandra,Sinclair,51,Head,Married,Female,Interior and spatial designer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
17,Turner Camp,Elliott,Sinclair,53,Husband,Married,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
17,Turner Camp,Marilyn,Thompson,19,Daughter,Divorced,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
17,Turner Camp,Graham,Thompson,16,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
17,Turner Camp,Brandon,Thompson,12,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
18,Turner Camp,Anthony,Taylor,40,Head,Married,Male,Physiological scientist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
18,Turner Camp,Denise,Taylor,37,Wife,Married,Female,"Nurse, children's",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
19,Turner Camp,Max,Sykes,38,Head,Single,Male,Speech and language therapist,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
19,Turner Camp,Louis,Donnelly,36,Unknown,Single,Male,Data processing manager,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
19,Turner Camp,Bethan,McKenzie,24,Unknown,Divorced,Female,"Pilot, airline",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
20,Turner Camp,Dale,Begum,50,Head,Single,Male,Dealer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
20,Turner Camp,Emma,Greenwood,30,Unknown,Single,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
20,Turner Camp,Linda,Benson,31,Unknown,Single,Female,"Surveyor, insurance",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
20,Turner Camp,Tracey,Hughes,18,Unknown,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
20,Turner Camp,Douglas,Holland,47,Unknown,Single,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
21,Turner Camp,Claire,Matthews,62,Head,Single,Female,Patent attorney,Healthy,Christian,Adult,Employed,Non-disabled,Religious
21,Turner Camp,Francesca,Jones,64,Unknown,Single,Female,Publishing rights manager,Healthy,Christian,Adult,Employed,Non-disabled,Religious
21,Turner Camp,James,Jones,24,Unknown,Single,Male,"Biochemist, clinical",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
22,Turner Camp,Shaun,Woods,38,Head,Married,Male,"Psychotherapist, dance movement",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
22,Turner Camp,Alice,Woods,37,Wife,Married,Female,Mudlogger,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
22,Turner Camp,Nigel,Woods,50,Cousin,Single,Male,Academic librarian,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
23,Turner Camp,Dorothy,Smith,68,Head,Widowed,Female,Retired,Healthy,No Religion,Adult,Retired,Non-disabled,Non-religious
24,Turner Camp,Callum,Wong,79,Head,Widowed,Male,Retired Professor Emeritus,Healthy,Catholic,Senior,Retired,Non-disabled,Religious
25,Turner Camp,Gillian,Porter,87,Head,Widowed,Female,Retired Field trials officer,Healthy,Christian,Senior,Retired,Non-disabled,Religious
26,Turner Camp,Mary,Russell,36,Head,Divorced,Female,Company secretary,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
26,Turner Camp,William,Chan,44,Lodger,Single,Male,Product manager,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
26,Turner Camp,Nicholas,Mahmood,28,Lodger,Single,Male,Hospital pharmacist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
27,Turner Camp,Aaron,Wilson,40,Head,Single,Male,Marketing executive,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
27,Turner Camp,Christopher,Lambert,29,Unknown,Single,Male,"Teacher, special educational needs",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
28,Turner Camp,Lynn,Jones,53,Head,Married,Female,"Development worker, community",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
28,Turner Camp,Albert,Jones,52,Husband,Married,Male,Food technologist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
28,Turner Camp,Tracy,Jones,11,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
29,Turner Camp,Shannon,Powell,64,Head,Single,Female,Curator,Healthy,Christian,Adult,Employed,Non-disabled,Religious
29,Turner Camp,Joanna,Powell,30,Daughter,Single,Female,Engineering geologist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
29,Turner Camp,Kayleigh,Powell,27,Daughter,Single,Female,Industrial buyer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
30,Turner Camp,Lisa,Hill,56,Head,Divorced,Female,Restaurant manager,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
30,Turner Camp,Douglas,Hill,22,Son,Single,Male,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
30,Turner Camp,Gordon,Hill,20,Son,Single,Male,University Student,Healthy,Methodist,Adult,University Student,Non-disabled,Religious
30,Turner Camp,Sean,Hill,17,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
30,Turner Camp,Lindsey,Hill,9,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
31,Turner Camp,Nigel,White,38,Head,Single,Male,Trade mark attorney,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
31,Turner Camp,Diane,Robinson,32,Unknown,Single,Female,Consulting civil engineer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
31,Turner Camp,Bethan,Morrison,39,Unknown,Single,Female,Network engineer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
32,Turner Camp,Gemma,Begum,30,Head,Single,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
32,Turner Camp,Mathew,Griffiths,28,Unknown,Single,Male,Chartered accountant,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
32,Turner Camp,Darren,Burns,42,Unknown,Single,Male,Industrial buyer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
33,Turner Camp,Charlene,Rose,54,Head,Married,Female,Musician,Healthy,Christian,Adult,Employed,Non-disabled,Religious
33,Turner Camp,Gavin,Rose,52,Husband,Married,Male,"Sound technician, broadcasting/film/video",Healthy,Christian,Adult,Employed,Non-disabled,Religious
33,Turner Camp,Molly,Rose,22,Daughter,Single,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
33,Turner Camp,Denis,Rose,20,Son,Single,Male,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
33,Turner Camp,Claire,Rose,16,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
34,Turner Camp,Grace,Sims,40,Head,Divorced,Female,Scientific laboratory technician,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
34,Turner Camp,Alison,Sims,9,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
34,Turner Camp,Sian,Sims,5,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
34,Turner Camp,William,Sims,2,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
34,Turner Camp,Thomas,Walker,36,Lodger,Single,Male,Jewellery designer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
35,Turner Camp,Natasha,Thompson,71,Head,Married,Female,"Retired Horticulturist, commercial",Healthy,No Religion,Senior,Retired,Non-disabled,Non-religious
35,Turner Camp,Clifford,Thompson,70,Husband,Married,Male,Retired Production manager,Healthy,No Religion,Senior,Retired,Non-disabled,Non-religious
36,Turner Camp,Fiona,Holland,34,Head,Single,Female,Unemployed,Healthy,Catholic,Adult,Unemployed,Non-disabled,Religious
36,Turner Camp,Joshua,Clarke,38,Partner,Single,Male,Public librarian,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
36,Turner Camp,Robin,Holland,9,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
37,Turner Camp,Julia,Rogers,44,Head,Single,Female,Unemployed,Deaf,Catholic,Adult,Unemployed,Disabled,Religious
38,Turner Camp,Jodie,Graham,50,Head,Married,Female,"Research officer, trade union",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
38,Turner Camp,Kenneth,Graham,58,Husband,Married,Male,Town planner,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
38,Turner Camp,Jodie,Graham,17,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
39,Turner Camp,Dawn,Harrison,44,Head,Single,Female,Immunologist,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
40,Turner Camp,Timothy,McCarthy,64,Head,Single,Male,"Exhibitions officer, museum/gallery",Healthy,Christian,Adult,Employed,Non-disabled,Religious
40,Turner Camp,Aaron,Watson,23,Unknown,Single,Male,Estate manager/land agent,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
40,Turner Camp,Sarah,Kent,31,Unknown,Single,Female,"Conservator, museum/gallery",Healthy,Sikh,Adult,Employed,Non-disabled,Religious
41,Turner Camp,Carolyn,Reeves,33,Head,Divorced,Female,Transport planner,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
41,Turner Camp,Christine,Hammond,27,Lodger,Divorced,Female,Music tutor,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
41,Turner Camp,Jacqueline,Anderson,19,Cousin,Single,Female,University Student,Healthy,Catholic,Adult,University Student,Non-disabled,Religious
42,Turner Camp,Lydia,Powell,67,Head,Married,Female,Legal secretary,Healthy,Christian,Adult,Employed,Non-disabled,Religious
42,Turner Camp,Terence,Powell,72,Husband,Married,Male,Retired Equality and diversity officer,Healthy,Christian,Senior,Retired,Non-disabled,Religious
42,Turner Camp,Eleanor,Powell,33,Daughter,Divorced,Female,Chartered loss adjuster,Healthy,Christian,Adult,Employed,Non-disabled,Religious
42,Turner Camp,Kyle,Powell,30,Son,Divorced,Male,Unemployed,Healthy,Christian,Adult,Unemployed,Non-disabled,Religious
42,Turner Camp,Frank,Powell,30,Son,Single,Male,Health physicist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
42,Turner Camp,Charlene,Wilkinson-Powell,26,Daughter,Single,Female,"Librarian, public",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
42,Turner Camp,Neil,Wilkinson-Powell,22,Son,Single,Male,Health physicist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
43,Turner Camp,Ian,Archer,54,Head,Single,Male,Emergency planning/management officer,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
43,Turner Camp,Edward,Coleman,53,Unknown,Single,Male,Public relations officer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
43,Turner Camp,Caroline,Fletcher,23,Unknown,Single,Female,Theatre director,Healthy,Christian,Adult,Employed,Non-disabled,Religious
43,Turner Camp,Liam,Holloway,36,Unknown,Widowed,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
44,Turner Camp,Hayley,Benson,22,Head,Single,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
44,Turner Camp,Malcolm,Jones,19,Unknown,Single,Male,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
45,Turner Camp,Marian,Clark,64,Head,Single,Female,"Sound technician, broadcasting/film/video",Healthy,Christian,Adult,Employed,Non-disabled,Religious
45,Turner Camp,Melissa,Reeves,40,Unknown,Single,Female,"Engineer, automotive",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
45,Turner Camp,Leigh,Green,59,Unknown,Single,Male,"Buyer, industrial",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
1,St.John Lane,Naomi,Taylor,35,Head,Married,Female,"Scientist, water quality",Healthy,Christian,Adult,Employed,Non-disabled,Religious
1,St.John Lane,Mitchell,Taylor,40,Husband,Married,Male,Outdoor activities/education manager,Healthy,Christian,Adult,Employed,Non-disabled,Religious
1,St.John Lane,Elizabeth,Taylor,10,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
2,St.John Lane,Aimee,Wood,27,Head,Single,Female,Armed forces logistics/support/administrative officer,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
3,St.John Lane,Kieran,Smith,73,Head,Single,Male,Retired Geochemist,Healthy,Methodist,Senior,Retired,Non-disabled,Religious
4,St.John Lane,Iain,Robinson,71,Head,Married,Male,Retired Early years teacher,Healthy,No Religion,Senior,Retired,Non-disabled,Non-religious
4,St.John Lane,Diana,Robinson,69,Wife,Married,Female,Retired Teaching laboratory technician,Healthy,No Religion,Adult,Retired,Non-disabled,Non-religious
1,Wood Rapids,Helen,Burke,50,Head,Married,Female,Records manager,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
1,Wood Rapids,Declan,Burke,49,Husband,Married,Male,Hospital doctor,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
